,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_title_clean,outsourced,employee_residence_gdp,company_location_gdp,employee_latitude,employee_longitude,company_latitude,company_longitude
2460,2024,MI,FT,Machine Learning Engineer,171600,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2461,2024,SE,FT,Data Analyst,192500,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2462,2024,SE,FT,Data Analyst,122500,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2463,2024,SE,FT,Data Analyst,162900,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2464,2024,SE,FT,Data Analyst,117725,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2465,2024,EN,FT,Data Analyst,140000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2468,2024,MI,FT,Data Engineer,105000,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2471,2024,SE,FT,Analytics Engineer,234200,US,0,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2472,2024,SE,FT,Analytics Engineer,124000,US,0,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2473,2024,MI,FT,Data Scientist,153700,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2474,2024,MI,FT,Data Scientist,87300,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2475,2024,SE,FT,Data Engineer,282000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2476,2024,SE,FT,Data Engineer,208000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2477,2024,SE,FT,Data Scientist,77777,PT,0,PT,M,Data Science,False,33700,33700,39.399872,-8.224454,39.399872,-8.224454
2478,2024,SE,FT,Data Scientist,66666,PT,0,PT,M,Data Science,False,33700,33700,39.399872,-8.224454,39.399872,-8.224454
2479,2024,MI,FT,Data Engineer,162000,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2480,2024,MI,FT,Data Engineer,129000,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2481,2024,SE,FT,Research Scientist,138000,US,0,US,M,Research Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2482,2024,SE,FT,Research Scientist,86000,US,0,US,M,Research Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2483,2024,MI,FT,Machine Learning Engineer,100000,IE,100,IE,M,ML Engineer,False,102500,102500,53.41291,-8.24389,53.41291,-8.24389
2484,2024,MI,FT,Machine Learning Engineer,94444,IE,100,IE,M,ML Engineer,False,102500,102500,53.41291,-8.24389,53.41291,-8.24389
2485,2024,EN,FT,Research Analyst,110000,US,0,US,M,Research Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2486,2024,EN,FT,Research Analyst,90000,US,0,US,M,Research Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2487,2024,SE,FT,Data Engineer,255800,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2488,2024,SE,FT,Data Engineer,176000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2489,2024,EN,FT,Research Analyst,120000,US,100,US,M,Research Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2490,2024,EN,FT,Research Analyst,105000,US,100,US,M,Research Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2491,2024,SE,FT,Analytics Engineer,130943,GB,0,GB,M,Analytics Engineer,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2492,2024,SE,FT,Analytics Engineer,104220,GB,0,GB,M,Analytics Engineer,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2493,2024,EN,FT,Data Analyst,50000,GB,100,GB,M,Data Analytics,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2494,2024,EN,FT,Data Analyst,43750,GB,100,GB,M,Data Analytics,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2497,2024,MI,FT,Data Engineer,46250,GB,100,GB,M,Data Engineer,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2498,2024,MI,FT,Data Engineer,30000,GB,100,GB,M,Data Engineer,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2502,2024,SE,FT,Data Architect,130000,US,0,US,M,Data Architect,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2503,2024,EN,FT,Data Analyst,156000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2504,2024,EN,FT,Data Analyst,124000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2505,2024,SE,FT,Analytics Engineer,189000,US,100,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2507,2024,SE,FT,Data Analyst,158494,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2508,2024,SE,FT,Data Analyst,88052,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2511,2024,MI,FT,Data Specialist,111000,US,0,US,M,Data Specialist,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2512,2024,MI,FT,Data Specialist,79200,US,0,US,M,Data Specialist,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2513,2024,SE,FT,Data Analyst,220000,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2514,2024,SE,FT,Data Analyst,170000,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2515,2024,SE,FT,Data Scientist,195500,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2516,2024,SE,FT,Data Scientist,141300,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2517,2024,SE,FT,Data Engineer,139810,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2518,2024,SE,FT,Data Engineer,95325,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2519,2023,SE,FT,Data Modeler,258700,US,0,US,M,Data Modeller,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2520,2023,SE,FT,Data Modeler,146600,US,0,US,M,Data Modeller,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2521,2023,MI,FT,Data Science Manager,190000,US,100,US,M,Data Science Manager,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2522,2023,MI,FT,Data Science Manager,160000,US,100,US,M,Data Science Manager,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2523,2023,EN,FT,Research Analyst,90000,US,100,US,M,Research Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2524,2023,EN,FT,Research Analyst,65000,US,100,US,M,Research Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2525,2023,MI,FT,Data Engineer,160000,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2526,2023,MI,FT,Data Engineer,130000,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2527,2023,MI,FT,Data Analyst,85000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2528,2023,MI,FT,Data Analyst,65000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2529,2023,SE,FT,ETL Developer,143800,US,0,US,M,ETL Developer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2530,2023,SE,FT,ETL Developer,95800,US,0,US,M,ETL Developer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2531,2023,MI,FT,Machine Learning Engineer,166000,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2532,2023,MI,FT,Machine Learning Engineer,73100,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2533,2023,MI,FT,Data Engineer,114000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2534,2023,MI,FT,Data Engineer,72000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2535,2023,MI,FT,Data Analyst,102500,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2537,2023,SE,FT,Machine Learning Engineer,258700,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2538,2023,SE,FT,Machine Learning Engineer,160000,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2539,2023,SE,FT,Data Scientist,203649,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2540,2023,SE,FT,Data Scientist,183284,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2541,2023,MI,FT,Data Scientist,60462,DE,100,DE,L,Data Science,False,54000,54000,51.165691,10.451526,51.165691,10.451526
2542,2023,EN,FT,Data Analyst,33220,GB,0,GB,M,Data Analytics,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2544,2023,MI,FT,Data Specialist,81800,US,0,US,M,Data Specialist,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2545,2023,MI,FT,Data Specialist,70800,US,0,US,M,Data Specialist,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2546,2023,SE,FT,Data Analyst,130000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2547,2023,SE,FT,Data Analyst,80850,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2548,2023,SE,FT,Machine Learning Engineer,215000,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2549,2023,SE,FT,Machine Learning Engineer,146900,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2550,2023,SE,FT,Data Strategist,242000,US,0,US,M,Data Strategy,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2551,2023,SE,FT,Data Strategist,106200,US,0,US,M,Data Strategy,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2552,2023,MI,FT,Machine Learning Engineer,165000,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2553,2023,MI,FT,Machine Learning Engineer,135000,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2554,2023,EN,FT,Data Analyst,75065,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2555,2023,EN,FT,Data Analyst,41419,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2556,2023,SE,FT,Data Engineer,145000,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2557,2023,SE,FT,Data Engineer,120000,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2558,2023,SE,FT,Prompt Engineer,184000,US,0,US,M,Prompt Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2559,2023,SE,FT,Prompt Engineer,112000,US,0,US,M,Prompt Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2560,2023,SE,FT,Machine Learning Engineer,275000,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2561,2023,SE,FT,Machine Learning Engineer,170000,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2562,2023,EN,FT,Data Scientist,100000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2563,2023,EN,FT,Data Scientist,70000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2564,2023,MI,FT,Business Intelligence Developer,55368,GB,0,GB,M,BI Developer,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2565,2023,MI,FT,Business Intelligence Developer,30760,GB,0,GB,M,BI Developer,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2566,2023,MI,FT,Data Scientist,135700,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2567,2023,MI,FT,Data Scientist,108560,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2568,2023,SE,FT,Research Engineer,300000,US,0,US,M,Research Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2569,2023,SE,FT,Research Engineer,180000,US,0,US,M,Research Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2570,2023,SE,FT,Business Intelligence Analyst,189000,US,100,US,M,BI Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2571,2023,SE,FT,Business Intelligence Analyst,118100,US,100,US,M,BI Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2572,2023,SE,FT,Data Science Lead,148300,US,0,US,M,Data Science Lead,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2573,2023,SE,FT,Data Science Lead,84700,US,0,US,M,Data Science Lead,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2574,2023,EN,FT,Research Engineer,40581,ZA,0,ZA,M,Research Engineer,False,13300,13300,-30.559482,22.937506,-30.559482,22.937506
2575,2023,EN,FT,Research Engineer,38629,ZA,0,ZA,M,Research Engineer,False,13300,13300,-30.559482,22.937506,-30.559482,22.937506
2576,2023,SE,FT,ML Engineer,275000,DE,0,DE,M,ML Engineer,False,54000,54000,51.165691,10.451526,51.165691,10.451526
2577,2023,SE,FT,ML Engineer,121200,DE,0,DE,M,ML Engineer,False,54000,54000,51.165691,10.451526,51.165691,10.451526
2578,2023,MI,FT,Analytics Engineer,149925,US,0,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2579,2023,MI,FT,Analytics Engineer,91260,US,0,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2580,2023,SE,FT,BI Developer,86128,GB,0,GB,M,BI Developer,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2581,2023,SE,FT,BI Developer,74562,GB,0,GB,M,BI Developer,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2582,2023,SE,FT,Data Scientist,277000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2583,2023,SE,FT,Data Scientist,173000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2584,2023,SE,FT,Data Scientist,242000,AU,0,AU,M,Data Science,False,49800,49800,-25.274398,133.775136,-25.274398,133.775136
2585,2023,SE,FT,Data Scientist,106200,AU,0,AU,M,Data Science,False,49800,49800,-25.274398,133.775136,-25.274398,133.775136
2586,2023,MI,FT,Data Quality Manager,68902,GB,0,GB,M,Data Quality Manager,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2587,2023,MI,FT,Data Quality Manager,49216,GB,0,GB,M,Data Quality Manager,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2588,2023,SE,FT,Applied Scientist,250900,US,0,US,M,Applied Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2589,2023,SE,FT,Applied Scientist,135200,US,0,US,M,Applied Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2590,2023,SE,FT,Data Scientist,187415,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2591,2023,SE,FT,Data Scientist,114080,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2592,2023,MI,FT,Data Scientist,220000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2593,2023,MI,FT,Data Scientist,137500,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2594,2023,MI,FT,Data Analyst,119000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2595,2023,MI,FT,Data Analyst,52100,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2596,2023,SE,FT,Business Intelligence Developer,120000,US,100,US,M,BI Developer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2597,2023,SE,FT,Business Intelligence Developer,102000,US,100,US,M,BI Developer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2598,2023,EN,FT,Data Analyst,64000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2599,2023,EN,FT,Data Analyst,60000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2600,2023,MI,FT,Data Engineer,179000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2601,2023,MI,FT,Data Engineer,112000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2602,2023,EN,FT,Data Analyst,65000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2603,2023,EN,FT,Data Analyst,54000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2604,2023,MI,FT,Business Intelligence Analyst,119000,US,0,US,M,BI Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2605,2023,MI,FT,Business Intelligence Analyst,52100,US,0,US,M,BI Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2606,2023,MI,FT,Data Engineer,152000,CA,100,CA,M,Data Engineer,False,47900,47900,56.130366,-106.346771,56.130366,-106.346771
2607,2023,MI,FT,Data Engineer,99000,CA,100,CA,M,Data Engineer,False,47900,47900,56.130366,-106.346771,56.130366,-106.346771
2608,2023,EX,FT,Head of Data,110736,GB,100,GB,M,Head Data,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2609,2023,EX,FT,Head of Data,92280,GB,100,GB,M,Head Data,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2610,2023,SE,FT,Machine Learning Engineer,250000,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2611,2023,SE,FT,Machine Learning Engineer,140000,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2612,2023,EN,FT,Data Scientist,113800,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2613,2023,EN,FT,Data Scientist,63200,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2614,2023,SE,FT,Data Scientist,210000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2615,2023,SE,FT,Data Scientist,160000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2616,2023,MI,FT,Data Engineer,170000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2617,2023,MI,FT,Data Engineer,130000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2618,2023,SE,FT,Research Scientist,247600,US,0,US,L,Research Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2619,2023,SE,FT,Research Scientist,127300,US,0,US,L,Research Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2622,2023,MI,FT,Machine Learning Engineer,125000,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2623,2023,MI,FT,Machine Learning Engineer,100000,US,0,US,M,ML Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2625,2023,SE,FT,Data Scientist,140000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2626,2023,SE,FT,Data Engineer,247300,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2627,2023,SE,FT,Data Engineer,139700,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2628,2023,SE,FT,Data Analyst,192000,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2629,2023,SE,FT,Data Analyst,138240,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2630,2023,SE,FT,Data Scientist,170000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2631,2023,SE,FT,Data Scientist,130000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2632,2023,SE,FT,Data Architect,100000,US,100,US,M,Data Architect,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2633,2023,SE,FT,Data Architect,90000,US,100,US,M,Data Architect,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2634,2023,SE,FT,Data Analyst,170000,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2635,2023,SE,FT,Data Analyst,130000,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2636,2023,MI,FT,Data Engineer,186000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2637,2023,MI,FT,Data Engineer,81800,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2638,2023,SE,FT,Data Engineer,180514,GB,100,GB,M,Data Engineer,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2639,2023,SE,FT,Data Engineer,108308,GB,100,GB,M,Data Engineer,False,46800,46800,55.378051,-3.435973,55.378051,-3.435973
2640,2023,SE,FT,Data Engineer,166000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2641,2023,SE,FT,Data Engineer,73100,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2642,2023,MI,FT,Data Analyst,115950,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2643,2023,MI,FT,Data Analyst,69570,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2644,2023,SE,FT,Data Science,142300,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2645,2023,SE,FT,Data Science,71200,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2646,2023,MI,FT,Data Science,179000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2647,2023,MI,FT,Data Science,106500,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2648,2023,SE,FT,Data Analyst,119200,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2649,2023,SE,FT,Data Analyst,86600,US,100,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2650,2023,SE,FT,Data Engineer,140544,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2651,2023,SE,FT,Data Engineer,82673,US,100,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2652,2023,SE,FT,Business Intelligence Engineer,108350,US,0,US,M,BI Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2653,2023,SE,FT,Business Intelligence Engineer,78800,US,0,US,M,BI Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2654,2023,SE,FT,Data Engineer,162540,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2655,2023,SE,FT,Data Engineer,87570,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2656,2023,SE,FT,Data Architect,213600,US,0,US,M,Data Architect,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2657,2023,SE,FT,Data Architect,103200,US,0,US,M,Data Architect,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2658,2023,MI,FT,Data Engineer,140000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2659,2023,MI,FT,Data Engineer,90000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2660,2023,MI,FT,Data Scientist,212000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2661,2023,MI,FT,Data Scientist,93300,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2662,2023,MI,FT,Applied Scientist,222200,US,0,US,L,Applied Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2663,2023,MI,FT,Applied Scientist,136000,US,0,US,L,Applied Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2664,2023,MI,FT,Data Scientist,157000,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2665,2023,MI,FT,Data Scientist,144000,US,100,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2666,2023,SE,FT,Data Engineer,210000,CA,100,CA,M,Data Engineer,False,47900,47900,56.130366,-106.346771,56.130366,-106.346771
2667,2023,SE,FT,Data Engineer,160000,CA,100,CA,M,Data Engineer,False,47900,47900,56.130366,-106.346771,56.130366,-106.346771
2668,2023,SE,FT,Data Scientist,179000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2669,2023,SE,FT,Data Scientist,112000,US,0,US,M,Data Science,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2670,2023,SE,FT,Analytics Engineer,221300,US,100,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2671,2023,SE,FT,Analytics Engineer,147500,US,100,US,M,Analytics Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2672,2023,SE,FT,Data Engineer,179000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2673,2023,SE,FT,Data Engineer,112000,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2674,2023,SE,FT,Data Science Consultant,116000,US,0,US,M,Data Science Consultant,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2675,2023,SE,FT,Data Science Consultant,90000,US,0,US,M,Data Science Consultant,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2678,2023,MI,FT,Data Engineer,130400,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2679,2023,MI,FT,Data Engineer,74500,US,0,US,M,Data Engineer,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2680,2023,SE,FT,Machine Learning Engineer,207700,CA,0,CA,M,ML Engineer,False,47900,47900,56.130366,-106.346771,56.130366,-106.346771
2681,2023,SE,FT,Machine Learning Engineer,133700,CA,0,CA,M,ML Engineer,False,47900,47900,56.130366,-106.346771,56.130366,-106.346771
2682,2023,SE,FT,Data Analyst,120000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
2683,2023,SE,FT,Data Analyst,100000,US,0,US,M,Data Analytics,False,63700,63700,37.09024,-95.712891,37.09024,-95.712891
